# Dataset Levitador Magnético
# Fecha: 2025-12-17T21:02:42.800238
# Perfil: multiescalon
# Duración: 35.0s
# Muestras: 3487
# Ts: 0.01s
# Parámetros modelo: k0=0.0704, k=0.0327, a=0.0052, R=2.72
# Columnas: t y y_obs dy_obs i u yd
#
0.0000	0.004057	0.005000	0.000000	0.0222	0.0000	0.006000
0.0100	0.003861	0.005000	0.000000	0.0200	0.0000	0.006000
0.0200	0.003715	0.005000	0.000000	0.0200	0.0000	0.006000
0.0300	0.003519	0.005000	0.000000	0.0222	0.0000	0.006000
0.0400	0.003372	0.005000	0.000000	0.0200	0.0000	0.006000
0.0500	0.003275	0.005000	0.000000	0.0200	0.0000	0.006000
0.0600	0.003128	0.005000	0.000000	0.0200	0.0000	0.006000
0.0700	0.003030	0.005000	0.000000	0.0200	0.0000	0.006000
0.0800	0.002981	0.005000	0.000000	0.0200	0.0000	0.006000
0.0900	0.002884	0.005000	0.000000	0.0178	0.0000	0.006000
0.1000	0.002884	0.005000	0.000000	0.0200	0.0000	0.006000
0.1100	0.002884	0.005000	0.000000	0.0178	0.0000	0.006000
0.1200	0.002835	0.005000	0.000000	0.0178	0.0000	0.006000
0.1300	0.002835	0.005000	0.000000	0.0178	0.0000	0.006000
0.1400	0.002786	0.005000	0.000000	0.0178	0.0000	0.006000
0.1500	0.002786	0.005000	0.000000	0.0178	0.0000	0.006000
0.1600	0.002737	0.005000	0.000000	0.0200	0.0000	0.006000
0.1700	0.002737	0.005000	0.000000	0.0178	0.0000	0.006000
0.1800	0.002737	0.005000	0.000000	0.0200	0.0000	0.006000
0.1900	0.002688	0.005000	0.000000	0.0200	0.0000	0.006000
0.2000	0.002688	0.005000	0.000000	0.0200	0.0000	0.006000
0.2100	0.002590	0.005000	0.000000	0.0200	0.0000	0.006000
0.2200	0.002590	0.005000	0.000000	0.0178	0.0000	0.006000
0.2300	0.002542	0.005000	0.000000	0.0178	0.0000	0.006000
0.2400	0.002542	0.005000	0.000000	0.0178	0.0000	0.006000
0.2500	0.002542	0.005000	0.000000	0.0178	0.0000	0.006000
0.2600	0.002542	0.005000	0.000000	0.0178	0.0000	0.006000
0.2700	0.002590	0.005000	0.000000	0.0178	0.0000	0.006000
0.2800	0.002590	0.005000	0.000000	0.0200	0.0000	0.006000
0.2900	0.002639	0.005000	0.000000	0.0200	0.0000	0.006000
0.3000	0.002737	0.005000	0.000000	0.0200	0.0000	0.006000
0.3100	0.002786	0.005000	0.000000	0.0178	0.0000	0.006000
0.3200	0.002884	0.005000	0.000000	0.0200	0.0000	0.006000
0.3300	0.002981	0.005000	0.000000	0.0200	0.0000	0.006000
0.3400	0.003079	0.005000	0.000000	0.0200	0.0000	0.006000
0.3500	0.003177	0.005000	0.000000	0.0200	0.0000	0.006000
0.3600	0.003275	0.005000	0.000000	0.0200	0.0000	0.006000
0.3700	0.003324	0.005000	0.000000	0.0200	0.0000	0.006000
0.3800	0.003421	0.005000	0.000000	0.0200	0.0000	0.006000
0.3900	0.003519	0.005000	0.000000	0.0200	0.0000	0.006000
0.4000	0.003617	0.005000	0.000000	0.0200	0.0000	0.006000
0.4100	0.003715	0.005000	0.000000	0.0200	0.0000	0.006000
0.4200	0.003910	0.005000	0.000000	0.0200	0.0000	0.006000
0.4300	0.004106	0.005000	0.000000	0.0200	0.0000	0.006000
0.4400	0.004350	0.005000	0.000000	0.0200	0.0000	0.006000
0.4500	0.004545	0.005000	0.000000	0.0222	0.0000	0.006000
0.4600	0.004741	0.005000	0.000000	0.0222	0.0000	0.006000
0.4700	0.005034	0.005000	0.000000	0.0222	0.0000	0.006000
0.4800	0.005327	0.005000	0.000000	0.0222	0.0000	0.006000
0.4900	0.005670	0.005000	0.000000	0.0244	0.0000	0.006000
0.5000	0.006012	0.005000	0.000000	0.0244	0.0000	0.006000
0.5100	0.006403	0.005000	0.000000	0.0244	0.0000	0.006000
0.5200	0.006696	0.005000	0.000000	0.0244	0.0000	0.006000
0.5300	0.006940	0.005000	0.000000	0.0267	0.0000	0.006000
0.5400	0.007136	0.005000	0.000000	0.0267	0.0000	0.006000
0.5500	0.007380	0.005000	0.000000	0.0244	0.0000	0.006000
0.5600	0.007576	0.005000	0.000000	0.0267	0.4128	0.006000
0.5700	0.007869	0.005000	0.000000	0.0289	5.0623	0.006000
0.5800	0.008162	0.005000	0.000000	0.1066	7.2108	0.006000
0.5900	0.008407	0.005000	0.000000	0.2799	3.4184	0.006000
0.6000	0.008602	0.005000	0.000000	0.2288	4.1997	0.006000
0.6100	0.008798	0.005000	0.000000	0.2111	5.8319	0.006000
0.6200	0.008944	0.005000	0.000000	0.2710	4.8498	0.006000
0.6300	0.009091	0.005000	0.000000	0.2688	5.2560	0.006000
0.6400	0.009189	0.005000	0.000000	0.2777	5.2374	0.006000
0.6500	0.009286	0.005000	0.000000	0.2821	5.5699	0.006000
0.6600	0.009384	0.005000	0.000000	0.2910	5.9271	0.006000
0.6700	0.009580	0.005000	0.000000	0.3199	6.5525	0.006000
0.6800	0.009726	0.005000	0.000000	0.3621	5.7057	0.006000
0.6900	0.009971	0.005000	0.000000	0.3510	7.4472	0.006000
0.7000	0.010215	0.005000	0.000000	0.4199	6.7848	0.006000
0.7100	0.010508	0.005000	0.000000	0.4288	7.8913	0.006000
0.7200	0.010704	0.005000	0.000000	0.4910	6.3289	0.006000
0.7300	0.010899	0.005000	0.000000	0.4421	8.4029	0.006000
0.7400	0.011095	0.005000	0.000000	0.5199	7.2887	0.006000
