5.0000	0.0090	0.0059	-0.0000	0.5154	0.0000
5.0100	0.0090	0.0059	0.0974	0.1822	0.0000
5.0200	0.0090	0.0064	0.2109	0.0666	0.0000
5.0300	0.0090	0.0082	0.5771	0.0400	9.8600
5.0400	0.0090	0.0118	0.8270	0.2599	9.8600
5.0500	0.0090	0.0167	0.8270	0.5510	9.8600
5.0600	0.0090	0.0201	0.8270	0.7043	9.8600
5.0700	0.0090	0.0208	0.8270	0.7665	9.8600
5.0800	0.0090	0.0204	0.8270	0.7909	9.8600
5.0900	0.0090	0.0200	0.8270	0.7953	9.7469
5.1000	0.0090	0.0198	0.8270	0.7998	9.8600
5.1100	0.0090	0.0199	0.8270	0.7998	9.6936
5.1200	0.0090	0.0202	0.8270	0.7953	9.8600
5.1300	0.0090	0.0202	0.8270	0.7953	9.7469
5.1400	0.0090	0.0201	0.8270	0.7953	9.8600
5.1500	0.0090	0.0201	0.8270	0.7998	9.6936
5.1600	0.0090	0.0202	0.8270	0.7953	9.8600
5.1700	0.0090	0.0202	0.8270	0.7953	9.7469
5.1800	0.0090	0.0203	0.8270	0.7976	9.8600
5.1900	0.0090	0.0203	0.8270	0.7998	9.6936
5.2000	0.0090	0.0203	0.8270	0.7998	9.8600
5.2100	0.0090	0.0203	0.8270	0.7953	9.7469
5.2200	0.0090	0.0203	0.8270	0.7998	9.8600
5.2300	0.0090	0.0203	0.8270	0.7998	9.6936
5.2400	0.0090	0.0202	0.8270	0.7953	9.8600
5.2500	0.0090	0.0203	0.8270	0.7953	9.7469
5.2600	0.0090	0.0202	0.8270	0.7998	9.8600
5.2700	0.0090	0.0203	0.8270	0.7998	9.6936
5.2800	0.0090	0.0203	0.8270	0.7953	9.8600
5.2900	0.0090	0.0202	0.8270	0.7953	9.7469
5.3000	0.0090	0.0202	0.8270	0.7976	9.8600
5.3100	0.0090	0.0202	0.8270	0.7998	9.6936
5.3200	0.0090	0.0202	0.8270	0.7953	9.8600
5.3300	0.0090	0.0202	0.8270	0.7931	9.7735
5.3400	0.0090	0.0202	0.8270	0.7976	9.8600
5.3500	0.0090	0.0202	0.8270	0.7998	9.6936
5.3600	0.0090	0.0202	0.8270	0.7953	9.8600
5.3700	0.0090	0.0202	0.8270	0.7953	9.7469
5.3800	0.0090	0.0202	0.8270	0.7998	9.8600
5.3900	0.0090	0.0202	0.8270	0.7998	9.6936
5.4000	0.0090	0.0202	0.8270	0.7976	9.8600
5.4100	0.0090	0.0202	0.8270	0.7976	9.7202
5.4200	0.0090	0.0202	0.8270	0.7931	9.8600
5.4300	0.0090	0.0202	0.8270	0.7998	9.6936
5.4400	0.0090	0.0202	0.8270	0.7976	9.8600
5.4500	0.0090	0.0202	0.8270	0.7953	9.7469
5.4600	0.0090	0.0202	0.8270	0.7976	9.8600
5.4700	0.0090	0.0202	0.8270	0.7998	9.6936
5.4800	0.0090	0.0203	0.8270	0.7953	9.8600
5.4900	0.0090	0.0203	0.8270	0.7953	9.7469
5.5000	0.0090	0.0203	0.8270	0.7998	9.8600
5.5100	0.0090	0.0203	0.8270	0.7998	9.6936
5.5200	0.0090	0.0203	0.8270	0.7953	9.8600
5.5300	0.0090	0.0202	0.8270	0.7931	9.7735
5.5400	0.0090	0.0199	0.8270	0.7953	9.8600
5.5500	0.0090	0.0197	0.8270	0.7998	9.6936
5.5600	0.0090	0.0194	0.8270	0.7931	9.8600
5.5700	0.0090	0.0190	0.8270	0.7931	9.7735
5.5800	0.0090	0.0186	0.8270	0.7953	9.8600
5.5900	0.0090	0.0181	0.8270	0.7976	9.7202
5.6000	0.0090	0.0176	0.8270	0.7909	9.8600
5.6100	0.0090	0.0170	0.8270	0.7865	9.8535
5.6200	0.0090	0.0164	0.8270	0.7953	9.8600
5.6300	0.0090	0.0157	0.8270	0.7931	9.7735
5.6400	0.0090	0.0151	0.8270	0.7931	9.8600
5.6500	0.0090	0.0144	0.8270	0.7909	9.8002
5.6600	0.0090	0.0137	0.8270	0.7909	9.8600
5.6700	0.0090	0.0130	0.8270	0.7909	9.8002
5.6800	0.0090	0.0121	0.8270	0.7842	9.8600
5.6900	0.0090	0.0110	0.7805	0.7820	9.3483
5.7000	0.0090	0.0098	0.6171	0.7620	3.2808
5.7100	0.0090	0.0085	0.4775	0.4132	7.7210
5.7200	0.0090	0.0071	0.3324	0.4243	3.0881
5.7300	0.0090	0.0059	0.2429	0.2755	2.8220
5.7400	0.0090	0.0051	0.2092	0.1777	4.5330
5.7500	0.0090	0.0048	0.2706	0.1888	7.5903
5.7600	0.0090	0.0049	0.3297	0.3310	6.5524
5.7700	0.0090	0.0047	0.2640	0.3821	1.6078
5.7800	0.0090	0.0044	0.2177	0.2022	3.6792
5.7900	0.0090	0.0042	0.1860	0.1600	4.5858
